name,country_code,genres,spotify_followers,spotify_monthly_listeners,facebook_likes,facebook_talks,twitter_followers,twitter_retweets,youtube_channel_views,youtube_daily_video_views,youtube_monthly_video_views,TikTok_followers,TikTok_Genz_followers,TikTok_Genz_followers_percentage,TikTok_avg_engagements_per_post,TikTok_number_of_top_tracks,TikTok_total_creations_for_top_n_tracks,TikTok_avg_creations_for_top_n_tracks,TikTok_total_views_for_top_n_tracks,TikTok_avg_views_for_top_n_tracks,Instagram_followers,Instagram_Genz_followers,Instagram_Genz_followers_percentage,Instagram_avg_engagements_per_post,artist_id,Youtube_subscribers,Youtube_Genz_subscribers,Youtube_Genz_subscribers_percentage,Youtube_avg_engagements_per_post
Mavokali,,"pop, r&b/soul, afrobeat, african, african hip-hop/rap",17749,513020,,,23,,33541895,,,303400,189473.3,62.45,9486,10,7713013,771301,3921670104,392167010,222253,47095.41,21.19,3206,6260581,253000,123109.8,48.66,37592
Black Veil Brides,US,"alternative metal, pop punk, rock, metal, hard rock, insights_high_priority_artists",1869828,2512772,3748277,7675,576585,,774800635,196147,5890108,,,,,10,30026,3003,48711034,4871103,1644608,1031333.68,62.71,37398,3721,2550000,2019855,79.21,4603
Patti Smith,US,"permanent wave, singer-songwriter, protopunk, art punk, rock, alternative, punk, insights_high_priority_artists, sony_high_priority_artists",1012642,2715668,737780,2487,935,,227741,36020,1160005,,,,,10,4180,418,22155992,2215599,1160269,271038.84,23.36,26085,64263,879,243.92,27.75,80
Turrn,,"dance, electronic, house",,,,,,,,1138054,55771945,,,,,0,0,,0,,,,,,,,,,
Kéfera,BR,"baile pop, pop, brazilian",29071,2952,5967975,68,1471472,,847697257,,,2500000,1759750,70.39,94654,4,3051,763,255896,63974,16810803,8869379.66,52.76,67323,932148,10500000,7965300,75.86,79351
Haifa Wehbe,LB,"arab pop, lebanese pop, world, arabic, arabic pop",534165,271534,13803450,3019,7221771,,387478518,280333,8343557,420800,263715.36,62.67,66706,10,244691,24469,752472891,75247289,11704396,3759452,32.12,324838,11527,1220000,682590,55.95,121013
MOMOLAND,KR,"k-pop, k-pop girl group, dance, pop",3908770,1574088,1516808,843,289138,,108077960,421672,11524133,1900000,1588210,83.59,179852,10,138839,13884,272119136,27211914,2656190,1729710.93,65.12,31610,415339,885000,675255,76.3,4266
Marisa Monte,BR,"mpb, pop, world, brazilian, rock",1973835,2733546,3824873,5519,1010502,320,453069292,203860,6649763,111200,34449.76,30.98,795,10,41209,4121,50817453,5081745,1670334,215807.15,12.92,33424,60154,1010000,315120,31.2,902
Juliana Baltar,BR,"pop teen brasileiro, pop, children's music",16785,3416,235794,94,,,3838835627,,,,,,,3,15175,5058,15718782,5239594,2301347,1655819.17,71.95,76354,1036024,15500000,9163600,59.12,34943
Shahid Mallya,IN,"indian pop, filmi, desi hip hop, desi, modern bollywood, soundtrack, indian, bollywood, soundtracks",19715,3841974,11845,164,,,,492146,16977308,612,443.64,72.49,228,10,2153,215,2748157,274816,807080,276102.07,34.21,18267,,,,,
Marcelo D2,BR,"brazilian hip hop, brazilian rock, hip-hop/rap, brazilian, rap nacional antigo, boom bap brasileiro",1211308,2469429,3410585,631,1174098,,151240506,69372,2233239,,,,,10,4145,414,24362461,2436246,1634720,464097.01,28.39,15049,126423,450000,259605,57.69,703
The Piano Guys,US,"bow pop, pop, classical, classical crossover, instrumental, lds instrumental",1279302,1588100,1700933,5409,,,2301474514,231270,7297205,150300,78561.81,52.27,813,10,217611,21761,742984341,74298434,333246,129932.62,38.99,4540,4167,7070000,3947181,55.83,2327
Los Farmerz,,"corrido, sierreno, corridos tumbados, latin, musica mexicana, nueva musica mexicana",137055,2869032,,,,,,,,170100,97909.56,57.56,15906,10,23526,2353,43702041,4370204,,,,,,,,,
Cherish,US,"r&b, urban contemporary, hip pop, southern hip hop, girl group, atl hip hop, rock, pop, r&b/soul, hip-hop/rap",601013,1156170,1086,0,,,90889286,49295,1482751,,,,,10,2732701,273270,9894924125,989492412,14983,3948.02,26.35,1329,107391,151000,84952.6,56.26,5324
Future Islands,US,"indie rock, indietronica, alternative dance, chamber pop, shimmer pop, neo-synthpop, art pop, baltimore indie, rock, electronic, alternative, pop",550945,3063430,239260,293,166540,,51250312,78550,2230059,,,,,10,25326,2533,286614871,28661487,128951,27002.34,20.94,2733,3153,96300,40898.61,42.47,1651
Mark Tuan,CN,"dance, pop, electronic, soundtracks",545235,265049,585257,60185,8960176,,89758779,,,2700000,2082780,77.14,570453,10,130605,13060,150813054,15081305,13906039,8703789.81,62.59,837830,3603933,3010000,2414020,80.2,28824
Pulp,GB,"permanent wave, sheffield indie, alternative rock, britpop, rock, pop, alternative",844348,2582463,236623,1837,63297,98,93694413,50746,1819795,,,,,10,3680,368,13798466,1379847,,,,,201441,69000,27758.7,40.23,43446
Danny Towers,US,"underground hip hop, pop, hip-hop/rap, rock",36915,3207946,,,18711,,,,,,,,,10,9246,925,70601374,7060137,104190,54751.84,52.55,8681,,,,,
Buray,CY,"turkish pop, pop, turkish deep house, dance, electronic",1807258,2798590,342368,169,,,2115413354,,,347800,234625.88,67.46,7854,10,475766,47577,450638711,45063871,1145479,541926.11,47.31,23194,121764,2270000,1414210,62.3,471
Nicholas Galitzine,US,"neomelodici, deep motown, estonian indie, soundtrack, original score, pop, soundtracks",25898,359104,77476,36,106387,,,,,2800000,2278640,81.38,1454017,5,5434,1087,38946994,7789399,3826891,2336699.64,61.06,304070,,,,,
Semisonic,US,"post-grunge, pop rock, rock, alternative, adult alternative, pop",418178,3289260,8199,740,5299,,24603422,58561,1582101,,,,,10,14289,1429,48953689,4895369,6326,1158.92,18.32,441,447,3450,1328.25,38.5,6
Hanson,US,"boy band, rock, pop, pop/rock, alternative",457561,3097035,453771,21036,136264,,282628976,103162,3035436,,,,,10,40214,4021,99373419,9937342,329583,68355.51,20.74,23976,198,405000,172368,42.56,378
R Nait,IN,"desi hip hop, desi pop, punjabi pop, indian, regional indian, indian pop, haryanvi pop",699661,1254344,1289133,56929,705,,1004264912,,,1686113,1065960.64,63.22,36204,10,3879100,387910,560247683,56024768,2168271,805512.68,37.15,89939,888671,3410000,2207293,64.73,19907
Will,IT,"italian pop, pop virale italiano, pop, hip-hop/rap, dance",71249,415634,115872003,415407,11722909,,20916217,,,287900,208756.29,72.51,9260,10,118379,11838,114597194,11459719,58593,36175.32,61.74,140,,,,,
DJ ESCOBAR,,"r&b/soul, brazilian, funk viral, electronic, funk, latin, funk mtg",26502,5720638,,,227,,,,,,,,,10,296575,29658,399307637,39930764,64204,21046.07,32.78,539,,,,,
Witchz,US,"pop, alternative, hip-hop/rap, dance",116951,1088123,7660,20989,,,10846766,,,928500,629523,67.8,37953,10,19441,1944,50566766,5056677,232957,62572.25,26.86,51655,3542284,74100,43889.43,59.23,282
Dylan Conrique,US,"pop, hip-hop/rap, dance",248722,1996213,60917,29,79412,,65274496,,,3300000,2904990,88.03,61648,10,126809,12681,762822029,76282203,1493911,1156735.29,77.43,22085,1026452,457000,381366.5,83.45,1050
Esteman,CO,"latin rock, latin alternative, colombian indie, latin, latino, pop latino, tropical alternativo, latin pop, insights_high_priority_artists",345237,2045737,343901,16875,56141,,297428505,,,1499592,1119745.35,74.67,32597,10,50401,5040,362497603,36249760,244452,110638.98,45.26,14052,208237,819000,568795.5,69.45,2084
Tom Lord-Alge,,"rock, pop, pop/rock, alternative",1860,3285054,,,,,,,,,,,,10,18110,1811,19537053,1953705,,,,,,,,,
Dan Caplen,GB,"indie r&b, neo soul, tropical house, uk contemporary r&b, dance, pop, r&b/soul, hip-hop/rap, insights_high_priority_artists",27137,4533534,11756,3,4502,,3511035,,,,,,,10,659644,65964,188933211,18893321,18658,7855.02,42.1,769,260787,11400,7424.82,65.13,137
Barrington Levy,JM,"reggae, roots reggae, reggae fusion, modern dancehall, insights_high_priority_artists",242462,2011341,66689,460,,,21968,125753,3352458,,,,,10,92156,9216,113132324,11313232,120129,16806.05,13.99,768,,,,,
Vanilla Ice,US,"hip house, miami hip hop, rock, hip-hop/rap, hardcore rap",464117,2811945,587129,2164,325558,,584997314,229637,7023262,1200000,272040,22.67,11158,10,965102,96510,2631163505,263116350,506804,172212,33.98,3664,845,654000,242634,37.1,468
Niko Moon,US,"contemporary country, pop, country, rock, sony_high_priority_artists",96797,2211137,98468,3201,8780,,158130156,,,214600,87470.96,40.76,914,10,534390,53439,491055345,49105534,88838,22804.71,25.67,2378,1668070,166000,64026.2,38.57,135
Basta,RU,"russian pop, russian hip hop, hip-hop/rap, pop, alternative, russian gangster rap",1082443,803205,,,319800,,,,,1100000,666270,60.57,104913,10,9918,992,6892923,689292,4548127,1555914.25,34.21,39209,,,,,
Brendan Mills,GB,"dance, electronic, house, pop, covertronica, saxophone house",3628,4522202,857,1,287,,,,,,,,,10,597,60,1972849,197285,5840,1085.66,18.59,75,,,,,
Kevsho,AR,"latin viral pop, reggae, modern dancehall, pop, dancehall",152122,2532,153220,7,,,321754660,,,3400000,2909380,85.57,319220,1,3520,3520,9082101,9082101,,,,,1084476,4790000,3900976,81.44,82419
Lucky Luke,DE,"dance, electronic, house, lithuanian electronic, hip-hop/rap",116256,3090536,5895,3,,,106933067,,,,,,,10,532862,53286,232229762,23222976,14669,8151.56,55.57,413,,,,,
Afroman,US,"hip-hop/rap, r&b/soul, comedy rap",419554,3335812,1704,0,18679,,420984601,217251,6954253,,,,,10,524698,52470,1469619716,146961972,191691,69487.99,36.25,1074,,,,,
Pokémon,,"otacore, antiviral pop, soundtrack, children's music, holiday, soundtracks",258239,877732,7600695,17830,7879227,,1796885939,6542,183361,,,,,10,887282,88728,939456142,93945614,4457292,2376628.09,53.32,60125,208777,5310000,3286890,61.9,4381
Boyish,US,"indie pop, pop, alternative, indie rock",33756,314828,818,35,461,,265090,,,4693,3671.33,78.23,97,10,551,55,956247,95625,12536,6706.76,53.5,1676,3359523,3190,2292.02,71.85,113
Lumi Athena,,"hip-hop/rap, dance, electronic, sigilkore, sped up",142004,2697723,,,,,20872608,,,152600,106728.44,69.94,30663,10,122658,12266,204193881,20419388,28897,18092.41,62.61,4695,9601222,64700,42262.04,65.32,3162
DJ Ritmo55,,"hip-hop/rap, electronic",13237,3000162,,,,,,,,,,,,9,68578,7620,114866845,12762983,,,,,,,,,
Knucks,GB,"uk alternative hip hop, hip-hop/rap, r&b/soul, alternative, melodic drill",282538,3524182,5252,52,19302,,57975807,,,68300,48131.01,70.47,22714,10,10239,1024,64395706,6439571,238783,125647.61,52.62,20592,572071,173000,108436.4,62.68,1013
Gary Clark Jr.,US,"rock, electric blues, soul blues, texas blues, modern blues rock, alternative, blues, insights_high_priority_artists, americana",870855,1665930,596841,838,122856,,118877830,41990,1324386,,,,,10,22355,2236,53461719,5346172,491664,93366.99,18.99,7700,7349,316000,111263.6,35.21,7149
Sabrina Claudio,US,"pop, r&b/soul, holiday",1582529,2912049,112489,218,112754,,334725848,,,6201,4260.71,68.71,935,10,69480,6948,201871470,20187147,1083063,500050.19,46.17,725,420455,856000,531062.4,62.04,1929
Martha Reeves & The Vandellas,US,"soul, motown, classic soul, pop, r&b/soul, classic girl group",430402,1878116,,,7408,,,,,,,,,10,3572,357,10625740,1062574,,,,,,,,,
Bobby Shmurda,US,"rap, trap, nyc rap, hip-hop/rap",1444225,2376843,1571788,11347,,,1148636911,203850,6090148,728300,458100.7,62.9,19858,10,601022,60102,914434311,91443431,5668136,2609043,46.03,69290,4940,2820000,1867122,66.21,7211
Pras,FR,"pop rap, hip hop, rap, east coast hip hop, hip pop, rock, hip-hop/rap, hip-hop, new jersey rap",22084,4836575,436623,565,3988,,,,,,,,,10,3807,381,15321169,1532117,385459,205102.73,53.21,222,,,,,
Nimrat Khaira,IN,"desi pop, punjabi pop, indian, regional indian, indian pop, soundtracks",1696826,2232751,3021490,676,8360,,,553033,18037927,1600000,932800,58.3,277563,10,721500,72150,353871186,35387119,8586850,2679097.2,31.2,236957,,,,,
Gianluca Grignani,IT,"classic italian pop, mexican pop, italian adult pop, rock, pop, europe",297255,4054666,566275,470,59568,,768858544,665122,20049364,,,,,10,19590,1959,30721707,3072171,246188,53348.94,21.67,8420,1357,627000,294564.6,46.98,3089
GRiZ,US,"jazztronica, dance, electronic, livetronica, pop, jamtronica",421006,1966037,360368,5269,250776,,71546190,15996,485408,99100,66069.97,66.67,13702,10,169864,16986,997187829,99718783,457530,163612.73,35.76,44538,4311,121000,63125.7,52.17,728
Aaron May,US,"underground hip hop, indie hip hop, hip-hop/rap",336730,6536928,7455,26,17889,,63144269,,,31700,24456.55,77.15,4342,10,11844,1184,48997613,4899761,166543,99109.74,59.51,37296,1364086,216000,153252,70.95,3297
White 2115,PL,"polish hip hop, hip-hop/rap, hip-hop, polish trap",1079811,2379510,194917,85,,,4470505403,,,,,,,10,199157,19916,306271530,30627153,793014,619185.33,78.08,104500,612774,3330000,2202462,66.14,26638
Ángela Mármol,ES,"pop, hip-hop/rap",4294,11557,,,,,,,,6400000,5537280,86.52,110511,1,5413,5413,6269942,6269942,2013889,1533375.08,76.14,118825,,,,,
Deja,,others,140,17096,,,,,,,,,,,,2,2700020,1350010,112066249,56033124,,,,,,,,,
Masove,,"dance, electronic, pop, hip-hop/rap",4851,4618938,105,0,,,,,,,,,,8,168,21,1371006,171376,,,,,,,,,
Paul,,hip-hop/rap,4357,2190573,,,10638168,,,,,,,,,6,1445,241,20440180,3406697,,,,,,,,,
MC GP,BR,"deep funk carioca, funk paulista, brazilian, funk consciente, r&b/soul, funk, latin, latin hip-hop/rap",508926,2983856,54129,16717,,,305696293,,,,,,,10,20269,2027,34117836,3411784,1901497,1038217.36,54.6,124919,1418438,526000,411016.4,78.14,9409
Draw,,"deep latin hip hop, mexican hip hop, hip-hop/rap",,,5951,1,,,2492019268,,,,,,,0,0,,0,,,,,,,,,,
Dj LK da Escócia,BR,"r&b/soul, funk, electronic, funk rj",22751,3510270,,,,,0,,,,,,,10,4549938,454994,14606090679,1460609068,125916,64922.29,51.56,1423,,,,,
The Lonely Island,US,"comic, rock, comedy, novelty, pop, r&b/soul, comedy rap, insights_high_priority_artists",1081204,1794949,1808568,122,798970,,2724866629,178666,5419707,,,,,10,133814,13381,563702445,56370244,2468651,1208651.53,48.96,90314,3364,7270000,4202060,57.8,63930
Dosseh,FR,"french hip hop, pop urbaine, rap francais, hip-hop/rap",803879,1382727,442180,52,224494,,461469718,133544,3126518,,,,,10,107903,10790,39427226,3942723,702484,350961.01,49.96,111,208640,1170000,793026,67.78,22737
Modestep,GB,"brostep, filthstep, dance, electronic, dubstep, rock",349723,493029,609087,317,122546,,34653597,14844,443323,,,,,10,770,77,1371426,137143,95782,47038.54,49.11,4099,299177,183000,125318.4,68.48,446
Bou,GB,"deep rai, dance, electronic, jungle/drum'n'bass, hip-hop/rap, drum & bass",63050,2018556,58571,443,332,,,,,107200,83680.32,78.06,64094,10,19235,1924,106665706,10666571,150209,73091.7,48.66,19440,,,,,
Dalas,,"dance, house, hip-hop/rap",29848,10230,1323,0,,,2795551920,,,,,,,4,1170,292,8009598,2002400,1320783,957567.68,72.5,87097,566830,10900000,8609910,78.99,102823
Rafinha RSQ,,"latin, latin pop, latin hip-hop/rap",2032,1942452,,,,,,,,,,,,5,11994,2399,197578401,39515680,,,,,,,,,
Jordan Fisher,US,"post-teen pop, movie tunes, pop, soundtrack, dance, insights_high_priority_artists, soundtracks",422254,2615964,360991,54,494553,,39135797,495960,11394261,5052919,4148446.5,82.1,55772,10,825374,82537,1865489862,186548986,4406152,2961815.37,67.22,76832,208539,398000,309086.8,77.66,1847
Zack Knight,GB,"desi hip hop, desi pop, pop, world, indian, indian pop, r&b/soul, indian hip-hop/rap",416061,3504061,788055,2531,46273,,646326570,783725,20664806,,,,,10,246249,24625,143031472,14303147,610597,259992.2,42.58,106305,217984,2720000,1944800,71.5,37597
GFRIEND,KR,"k-pop, k-pop girl group, dance, pop",1528056,1564930,1139801,362,1319336,,650960478,400082,12015394,984300,814212.96,82.72,195693,10,61399,6140,351174253,35117425,3281195,2186916.47,66.65,367587,59433,2300000,1889910,82.17,14145
Maisie Peters,GB,"uk pop, alt z, pop, soundtrack, rock, soundtracks",495893,3730376,91738,4090,77117,,71853409,,,540600,396854.46,73.41,31760,10,67468,6747,181492909,18149291,430781,252954.6,58.72,33668,727522,228000,167922,73.65,1470
Ramon Ayala,MX,"banda, norteno, ranchera, tejano, latin, latino, alternative, jazz, latin pop, musica mexicana",1474207,1664677,,,16791,,,732934,18290138,7467,1815.23,24.31,1370,10,53499,5350,266513587,26651359,255427,75044.45,29.38,1811,,,,,
Artik & Asti,UA,"russian pop, pop, hip-hop/rap, soundtracks",967408,614468,,,,,1739830956,1086577,35408421,,,,,10,496136,49614,261138651,26113865,560002,219408.78,39.18,3302,302721,965000,471595.5,48.87,219
ER,,"hip-hop/rap, hip-hop",,,,,,,,1486483,49027898,,,,,0,0,,0,,,,,,,,,,
Aditya Rikhari,,"desi pop, pop, hip-hop/rap, indian, alternative, indian pop, indian hip-hop/rap",165631,4192577,,,,,48743344,,,,,,,4,4821,1205,9404712,2351178,53048,31648.44,59.66,22265,,,,,
ののちゃん(村方乃々佳),JP,"children, children's music, j-pop, pop, japanese viral pop",8122,28817,8459,1684,13120,,115273142,,,471500,340941.65,72.31,23271,1,18200000,18200000,4684244121,4684244121,269384,123485.63,45.84,12272,5688260,470000,314477,66.91,1203
Mahmood,IT,"italian pop, italian adult pop, pop, hip-hop/rap, dance",1211875,2172912,313968,3136,,,638540941,,,805400,534060.74,66.31,198227,10,407196,40720,616531639,61653164,1642460,834369.68,50.8,127664,12701,1160000,687996,59.31,73290
Sexion d'Assaut,FR,"french pop, french hip hop, pop urbaine, rap conscient, hip-hop/rap, rap, pop",960958,1854842,5401300,372,1040321,,1441990218,229275,7852324,,,,,10,122705,12270,99547362,9954736,235732,152117.86,64.53,8499,313307,2300000,1427380,62.06,5528
Mau P,NL,"pop, electronic, house",43325,4603822,136270,20,15787,,7053007,,,82200,58592.16,71.28,25684,5,18153,3631,145658803,29131761,186963,96510.3,51.62,14595,9580779,11900,6741.35,56.65,277
Dropkick Murphys,US,"punk, celtic rock, boston rock, celtic punk, boston punk, rock, alternative",1181921,2839822,1924233,1314,,,338468542,150151,4875305,,,,,10,100886,10089,534941032,53494103,349622,67861.63,19.41,3692,172,503000,178917.1,35.57,1464
WessamQ,,"world, hip-hop/rap",,,,,,,,,,5900000,3990760,67.64,381350,2,1999,1000,1205061,602530,,,,,,,,,
R.I.O.,DE,"german dance, dance, electronic, house, insights_high_priority_artists",272249,3121222,34798,248,11600506,,,170177,5160670,,,,,10,22276,2228,34728752,3472875,,,,,,,,,
Vilma Palma e Vampiros,AR,"latin rock, latin pop, rock en espanol, latin alternative, argentine rock, rock, latin, latino",1456875,3805134,170271,2222,,,,673294,21117460,,,,,10,76475,7648,78292454,7829245,108817,28118.31,25.84,3285,,,,,
James,GB,"permanent wave, pop rock, britpop, madchester, rock, alternative, adult alternative, pop",507754,2512969,323217,5557,57966,,7174246,746333,23077628,,,,,10,112540,11254,27677006,2767701,38421,6101.25,15.88,1582,59019,81800,36736.38,44.91,560
mikeeysmind,,"hip-hop/rap, electronic",16920,3194603,,,,,,,,,,,,10,2237,224,21548704,2154870,,,,,,,,,
Zaz,FR,"chanson, nouvelle chanson francaise, french jazz, rock, pop, french pop",1443313,2673005,1460180,3660,75270,31,737169324,316846,9944911,,,,,10,267754,26775,593246984,59324698,372582,112333.47,30.15,9844,3660,1530000,644283,42.11,1324
MC Maneirinho,BR,"funk carioca, trap funk, trap brasileiro, r&b/soul, brazilian, funk, funk consciente, hip-hop/rap",957297,3813416,337551,36,,,189858829,579104,20979631,,,,,10,49584,4958,189195111,18919511,2779412,1332450.11,47.94,241235,265471,494000,381170.4,77.16,339
Emma Heesters,NL,"channel pop, dutch pop, pop, hip-hop/rap, dance",184405,1452312,342811,1491,12041,,526571745,,,256900,176002.19,68.51,13495,10,62958,6296,71190431,7119043,1807601,871625.2,48.22,414284,203762,5890000,4166586,70.74,27550
Donell Jones,US,"r&b, urban contemporary, rock, r&b/soul, contemporary r&b, insights_high_priority_artists",1142984,1679411,906569,9973,118301,,293576766,165236,4846696,,,,,10,25629,2563,50904034,5090403,247379,30328.67,12.26,10154,,,,,
Guilherme & Santiago,BR,"sertanejo, sertanejo universitario, sertanejo pop, brazilian, rock, country",2098181,5017787,1470754,70,305654,,347467966,163582,6573417,,,,,10,8912,891,10475189,1047519,666259,104669.29,15.71,8930,210443,553000,253605.8,45.86,17440
Grupo Exterminador,MX,"norteno, latin, latino, electronic, alternative, country, musica mexicana",1208891,2264223,3061533,5748,,,469080970,1504732,39703008,,,,,10,179344,17934,334249346,33424935,142471,40732.46,28.59,692,326240,67700,35210.77,52.01,110
Radhan,IN,"desi hip hop, soundtrack, indian, regional indian, telugu, indian pop, indian hip-hop/rap, soundtracks",38223,3875110,3258,0,2378,,,,,,,,,2,2,1,118900,59450,7237,2202.94,30.44,392,,,,,
Alcione,BR,"mpb, pagode, samba, pagode novo, pop, worldwide, brazilian, rock, jazz, musica maranhense",939035,2511839,,,1348797,,7262320,432925,10254744,,,,,10,31695,3170,47925005,4792500,1573763,255264.36,16.22,14866,49921,167000,41332.5,24.75,18321
THE ANXIETY,US,"modern alternative pop, alternative, pop, rock",156567,4196509,4611,3,,,,,,,,,,10,200658,20066,1098450943,109845094,110155,56112.96,50.94,9772,,,,,
En Vogue,US,"r&b, urban contemporary, hip pop, new jack swing, girl group, dance, electronic, r&b/soul, contemporary r&b, insights_high_priority_artists",1298718,1977213,449,0,9783,,188598991,79224,2532452,1559,514.94,33.03,490,10,22440,2244,45723479,4572348,146358,17475.15,11.94,2527,435,244000,71418.8,29.27,2967
Los inquietos del vallenato,CO,"vallenato, latin, musica popular colombiana, latino, country, salsa, latin hip-hop/rap",,,1805953,8765,10697,,0,2511135,58145985,183900,84520.44,45.96,14848,10,434400,43440,153566207,15356621,185717,57107.98,30.75,991,200814,18400,7711.44,41.91,43
Japãozin,BR,"forro, pop, latin, brazilian, alternative rock, latin pop",563824,2151045,11082,111,249,,447982615,,,611300,387625.33,63.41,47890,10,479519,47952,619973888,61997389,1105098,496410.02,44.92,30261,6703686,831000,514721.4,61.94,8951
Saucy Santana,US,"deep pop r&b, trap queen, hip-hop/rap, pop, r&b/soul, insights_high_priority_artists, sony_high_priority_artists",183871,1493059,,,,,117224863,,,3521604,2366870.05,67.21,31540,10,2204800,220480,4479437462,447943746,1201111,427955.85,35.63,43079,1702237,372000,247342.8,66.49,2602
Afrian Af,,"dance, house, indonesian viral pop, electronic",5881,248334,,,,,,,,,,,,10,757417,75742,408575248,40857525,,,,,,,,,
Estopa,ES,"spanish pop, rumba, pop flamenco, pop, latino, pop latino, latin, latin pop",1752001,3824140,372758,240,1007510,,790011696,283910,9065995,,,,,10,44767,4477,38532796,3853280,534493,182369.01,34.12,25298,679,674000,327227,48.55,843
Da Costa,,"dance, hip-hop/rap, country",64,828,,,,,,1593651,54886340,,,,,0,0,,0,,,,,,,,,,
Gabriels,US,"pop, r&b/soul, soul, rock",102495,749474,349,2,4436,,940925,,,32900,21944.3,66.7,102,10,370,37,9068002,906800,47273,8575.32,18.14,1585,1370227,949,225.96,23.81,145
Ajit Kale,,"r&b/soul, singer/songwriter, musicals",841,3403438,,,,,,,,,,,,1,2,2,863,863,,,,,,,,,
9lokknine,US,"florida rap, hip-hop/rap, florida drill",421973,2516887,,,26362,,153604343,,,,,,,10,6580988,658099,969656053,96965605,1025221,521324.88,50.85,79861,1579488,416000,316576,76.1,25052
Cássia Eller,BR,"mpb, brazilian rock, rock, pop, brazilian, blues",2053710,3097898,,,888,,124348721,225292,5702528,,,,,10,1420,142,5377826,537783,8190,1586.4,19.37,629,69654,240000,108960,45.4,77
Peter Cetera,US,"soft rock, rock, pop, adult contemporary",877927,3238524,9645,15,7662,,1235644,129658,3654729,,,,,10,47114,4711,61725053,6172505,25579,3458.28,13.52,1633,,,,,
Dr Dre,,others,16,4,,,,,,,,,,,,9,393799,43755,385211129,42801237,7252148,2444699.09,33.71,343257,,,,,
Brian Tyler,US,"soundtrack, scorecore, rock, country, orchestral soundtrack, insights_high_priority_artists, soundtracks",157967,6544385,212266,51,64597,,140861559,135758,4335343,,,,,10,247579,24758,1008273667,100827367,180758,90595.91,50.12,3518,68986,289000,142708.2,49.38,66
iLoveMemphis,US,"viral trap, dance, hip-hop/rap, chicago bop, pop",111368,274984,7831,0,24360,,100135463,16283,556217,14200000,10435580,73.49,187529,10,2962530,296253,1149102374,114910237,711465,394934.22,55.51,15871,207217,338000,234301.6,69.32,124371
Shirin David,DE,"german hip hop, german pop, frauenrap, pop, hip-hop/rap, r&b/soul",803097,2157216,1810,1,1362821,,500973300,,,1100000,784740,71.34,193323,10,190979,19098,940791635,94079164,6296325,3695313.14,58.69,104775,1391497,2830000,2200608,77.76,69515
SECRET NUMBER,KR,"k-pop girl group, pop, k-pop, dance",215819,790637,,,235807,,183545292,211612,6927691,1500000,1240800,82.72,209043,10,152649,15265,941260282,94126028,1140172,767449.77,67.31,49928,3696611,1580000,1267002,80.19,29255
Helena,,"dance, pop, house",4133,994,,,,,,,,,,,,10,3526231,352623,1330113714,133011371,,,,,,,,,
Joshua Bassett,US,"pop, post-teen pop, social media pop, soundtrack, holiday, soundtracks",965942,2445579,267390,64,281083,,97565546,,,3100000,2555950,82.45,156329,10,47099,4710,282351486,28235149,2523550,1838910.88,72.87,239026,1654851,534000,453045.6,84.84,16501
Academy of St. Martin in the Fields,GB,"classical, classical performance, british orchestra, chamber orchestra",,,21333,524,10424,,27183203,,,,,,,10,11994,1199,90660511,9066051,11593,2990.99,25.8,439,91548,27800,5899.16,21.22,116
4Minute,KR,"k-pop, k-pop girl group, dance, pop, insights_high_priority_artists",1102895,750595,396612,15,5225,,1385409183,183981,5686548,148500,130576.05,87.93,122598,10,5759,576,39235536,3923554,,,,,3532,2140000,1674550,78.25,251612
Arem Ozguc,TR,"dance, electronic, house, turkish edm, pop",92590,5322658,10659,4,4066,,,,,23400,15392.52,65.78,8651,10,164257,16426,221873829,22187383,48254,23683.06,49.08,5119,,,,,
Maho,,pop,11742,2912194,,,,,,,,,,,,1,56,56,18104,18104,,,,,,,,,
Bresh,IT,"italian hip hop, italian indie pop, pop, hip-hop/rap, singer/songwriter, rap genovese",174147,3501210,9804,28,455,,65767587,,,87600,63396.12,72.37,61881,10,42500,4250,87180396,8718040,291036,175058.15,60.15,61059,726105,76700,52439.79,68.37,9078
B.R.O,PL,"polish hip hop, pop, hip-hop/rap, hip-hop",136792,731191,9334959,1337,,,6963273775,54394,1777102,,,,,10,16476,1648,19442945,1944294,141198,108397.7,76.77,13917,88896,14200000,8407820,59.21,190828
César Menotti & Fabiano,BR,"sertanejo, sertanejo universitario, sertanejo pop, brazilian, pop, country",2837387,3287281,3124680,564,,,684516179,615347,13186755,,,,,10,75963,7596,67776557,6777656,1698139,276966.47,16.31,25702,14953,1290000,519096,40.24,3131
Robert Downey Jr.,US,"rock, pop, vocal, alternative, singer/songwriter",48085,26544,,,,,,781,25844,,,,,9,260,29,3038523,337614,55726349,25160446.57,45.15,473596,,,,,
Armin van Buuren ASOT Radio,US,"progressive uplifting trance, progressive house, trance, uplifting trance, progressive trance, deep uplifting trance, rock, dance",136852,3060704,1275299,10627,291931,,2348183155,,,,,,,0,0,,0,,518962,121644.69,23.44,4822,136991,5530000,2903803,52.51,4540
Anson Seabra,US,"alt z, pop, singer/songwriter, gen z singer-songwriter, rock",905855,4932503,41627,141,29908,,279566659,,,1900000,1493210,78.59,3207,10,756223,75622,1522575424,152257542,249060,177629.59,71.32,7977,1010547,929000,722018.8,77.72,1528
